"id_user","id_tempat","nama_tempat","kota","kategori","tarif","rating_tempat","latitude","longitude"
"4","97","Monumen Yogya Kembali","Yogyakarta","Budaya","15000","2","-7.7495904","110.3696068"
"5","138","Jogja Exotarium","Yogyakarta","Taman Hiburan","20000","2","-7.7280356","110.3591712"
"5","166","Kebun Teh Nglinggo","Yogyakarta","Cagar Alam","6000","3","-7.6470540","110.1414699"
"5","151","Desa Wisata Kelor","Yogyakarta","Taman Hiburan","0","5","-7.6410258","110.3622794"
"5","159","Hutan Pinus Asri","Yogyakarta","Cagar Alam","2500","2","-7.9209209","110.4355651"
"5","143","Seribu Batu Songgo Langit","Yogyakarta","Cagar Alam","2000","4","-7.9310984","110.4309190"
"5","190","Pantai Samas","Yogyakarta","Bahari","4000","2","-8.0045535","110.2703756"
"5","115","Monumen Sanapati","Yogyakarta","Budaya","15000","3","-7.7881728","110.3715403"
"6","178","Goa Pindul","Yogyakarta","Cagar Alam","40000","3","-7.9339721","110.6519660"
"6","92","Nol Kilometer Jl.Malioboro","Yogyakarta","Taman Hiburan","0","2","-7.8013803","110.3647652"
"6","102","Monumen Batik Yogyakarta","Yogyakarta","Budaya","40000","4","-7.8011159","110.3646172"
"6","166","Kebun Teh Nglinggo","Yogyakarta","Cagar Alam","6000","5","-7.6470540","110.1414699"
"6","116","Jurang Tembelan Kanigoro","Yogyakarta","Taman Hiburan","2500","5","-7.9401065","110.4300062"
"6","121","Candi Prambanan","Yogyakarta","Budaya","50000","4","-7.7520206","110.4914674"
"6","88","Museum Benteng Vredeburg Yogyakarta","Yogyakarta","Budaya","3000","5","-7.8002016","110.3663044"
"6","119","Lava Bantal","Yogyakarta","Budaya","5000","2","-7.8081518","110.4595183"
"7","126","Pantai Goa Cemara","Yogyakarta","Bahari","4000","5","-7.9994230","110.2489630"
"7","192","Air Terjun Sri Gethuk","Yogyakarta","Cagar Alam","15000","5","-7.9431780","110.4892400"
"7","183","Jogja Bay Pirates Adventure Waterpark","Yogyakarta","Taman Hiburan","150000","5","-7.7478461","110.4188754"
"7","129","Bukit Lintang Sewu","Yogyakarta","Taman Hiburan","2000","4","-7.9157997","110.4366436"
"7","99","Kampung Wisata Kadipaten","Yogyakarta","Budaya","0","4","-7.8060930","110.3583100"
"7","88","Museum Benteng Vredeburg Yogyakarta","Yogyakarta","Budaya","3000","4","-7.8002016","110.3663044"
"7","148","Goa Rancang Kencono","Yogyakarta","Cagar Alam","5000","3","-7.9492612","110.4926511"
"7","183","Jogja Bay Pirates Adventure Waterpark","Yogyakarta","Taman Hiburan","150000","4","-7.7478461","110.4188754"
"7","107","Bangsal Pagelaran","Yogyakarta","Budaya","5000","2","-7.8052843","110.3642137"
"8","158","Pantai Pok Tunggal","Yogyakarta","Bahari","10000","5","-8.1554468","110.6217582"
"8","98","Taman Pelangi Yogyakarta","Yogyakarta","Taman Hiburan","15000","5","-7.7505259","110.3687049"
"8","173","Pantai Nglambor","Yogyakarta","Bahari","10000","3","-8.1827028","110.6792399"
"8","89","De Mata Museum Jogja","Yogyakarta","Budaya","50000","3","-7.8163156","110.3871442"
"8","143","Seribu Batu Songgo Langit","Yogyakarta","Cagar Alam","2000","5","-7.9310984","110.4309190"
"8","98","Taman Pelangi Yogyakarta","Yogyakarta","Taman Hiburan","15000","2","-7.7505259","110.3687049"
"8","130","Studio Alam Gamplong","Yogyakarta","Taman Hiburan","10000","3","-7.8057936","110.2367304"
"8","164","Pintoe Langit Dahromo","Yogyakarta","Cagar Alam","2500","5","-7.9136080","110.4377830"
"8","202","Pantai Ngandong","Yogyakarta","Bahari","10000","3","-8.1464230","110.6061408"
"9","196","Pantai Ngrenehan","Yogyakarta","Bahari","3000","4","-8.1211475","110.5142337"
"9","206","Wisata Kaliurang","Yogyakarta","Cagar Alam","8000","3","-7.6120675","110.4205209"
"9","188","Pantai Sadranan","Yogyakarta","Bahari","10000","4","-8.1456680","110.6043914"
"9","95","Desa Wisata Sungai Code Jogja Kota","Yogyakarta","Taman Hiburan","0","5","-7.8229089","110.3756894"
"9","105","Candi Donotirto","Yogyakarta","Budaya","0","2","-7.7955613","110.3612095"
"9","204","Desa Wisata Pulesari","Yogyakarta","Taman Hiburan","0","2","-7.6258806","110.3716980"
"9","204","Desa Wisata Pulesari","Yogyakarta","Taman Hiburan","0","2","-7.6258806","110.3716980"
"10","145","Desa Wisata Rumah Domes/Teletubbies","Yogyakarta","Taman Hiburan","5000","3","-7.8136085","110.5033442"
"10","168","Pantai Timang","Yogyakarta","Bahari","10000","5","-8.1759266","110.6624196"
"10","134","Desa Wisata Gamplong","Yogyakarta","Taman Hiburan","10000","5","-7.8055232","110.2374676"
"10","95","Desa Wisata Sungai Code Jogja Kota","Yogyakarta","Taman Hiburan","0","5","-7.8229089","110.3756894"
"10","90","Kampung Wisata Taman Sari","Yogyakarta","Taman Hiburan","5000","5","-7.8100673","110.3594581"
"10","205","Desa Wisata Tembi","Yogyakarta","Taman Hiburan","50000","5","-7.8725673","110.3546963"
"10","197","Pantai Jungwok","Yogyakarta","Bahari","5000","3","-8.1978220","110.7123397"
"10","159","Hutan Pinus Asri","Yogyakarta","Cagar Alam","2500","2","-7.9209209","110.4355651"
"11","107","Bangsal Pagelaran","Yogyakarta","Budaya","5000","3","-7.8052843","110.3642137"
"11","109","Hutan Pinus Pengger","Yogyakarta","Taman Hiburan","3000","2","-7.8704832","110.4599108"
"11","206","Wisata Kaliurang","Yogyakarta","Cagar Alam","8000","2","-7.6120675","110.4205209"
"11","97","Monumen Yogya Kembali","Yogyakarta","Budaya","15000","4","-7.7495904","110.3696068"
"11","186","Pantai Glagah","Yogyakarta","Bahari","5000","4","-7.9119427","110.0647339"
"11","88","Museum Benteng Vredeburg Yogyakarta","Yogyakarta","Budaya","3000","3","-7.8002016","110.3663044"
"11","151","Desa Wisata Kelor","Yogyakarta","Taman Hiburan","0","5","-7.6410258","110.3622794"
"11","149","Goa Cerme","Yogyakarta","Cagar Alam","3000","2","-7.9794413","110.3803114"
"11","150","Wisata Kraton Jogja","Yogyakarta","Budaya","7000","2","-7.8067535","110.3636659"
"11","127","Blue Lagoon Jogja","Yogyakarta","Taman Hiburan","10000","3","-7.7044358","110.4502600"
"12","194","Pantai Wediombo","Yogyakarta","Bahari","5000","3","-8.1862462","110.7099010"
"12","94","Sumur Gumuling","Yogyakarta","Taman Hiburan","7000","5","-7.8087911","110.3591825"
"12","183","Jogja Bay Pirates Adventure Waterpark","Yogyakarta","Taman Hiburan","150000","5","-7.7478461","110.4188754"
"12","203","Galaxy Waterpark Jogja","Yogyakarta","Taman Hiburan","40000","5","-7.8159633","110.4136917"
"12","139","Puncak Gunung Api Purba - Nglanggeran","Yogyakarta","Cagar Alam","10000","4","-7.8412530","110.5430560"
"12","141","Bunker Kaliadem Merapi","Yogyakarta","Cagar Alam","3000","2","-7.5829198","110.4476816"
"12","154","Pantai Ngrawe (Mesra)","Yogyakarta","Bahari","10000","5","-8.1333389","110.5537405"
"12","102","Monumen Batik Yogyakarta","Yogyakarta","Budaya","40000","5","-7.8011159","110.3646172"
"12","128","Gumuk Pasir Parangkusumo","Yogyakarta","Taman Hiburan","0","2","-8.0173266","110.3180791"
"12","98","Taman Pelangi Yogyakarta","Yogyakarta","Taman Hiburan","15000","2","-7.7505259","110.3687049"
"13","114","The Lost World Castle","Yogyakarta","Taman Hiburan","30000","5","-7.6041648","110.4510042"
"13","129","Bukit Lintang Sewu","Yogyakarta","Taman Hiburan","2000","4","-7.9157997","110.4366436"
"13","191","Pantai Drini","Yogyakarta","Bahari","10000","2","-8.1384509","110.5775220"
"13","156","Pantai Pulang Sawal","Yogyakarta","Bahari","10000","3","-8.1506589","110.6126311"
"13","177","Pantai Parangtritis","Yogyakarta","Bahari","10000","2","-8.0246080","110.3298045"
"13","163","Watu Mabur Mangunan","Yogyakarta","Cagar Alam","2500","4","-7.9471210","110.4410000"
"13","178","Goa Pindul","Yogyakarta","Cagar Alam","40000","2","-7.9339721","110.6519660"
"13","142","Ledok Sambi","Yogyakarta","Cagar Alam","0","5","-7.6470943","110.4280998"
"14","88","Museum Benteng Vredeburg Yogyakarta","Yogyakarta","Budaya","3000","2","-7.8002016","110.3663044"
"14","118","Museum Sonobudoyo Unit I","Yogyakarta","Budaya","5000","4","-7.8024499","110.3639555"
"14","167","Geoforest Watu Payung Turunan","Yogyakarta","Cagar Alam","0","3","-7.9742940","110.4364363"
"14","96","Alun Alun Selatan Yogyakarta","Yogyakarta","Taman Hiburan","0","2","-7.8116719","110.3632380"
"14","173","Pantai Nglambor","Yogyakarta","Bahari","10000","5","-8.1827028","110.6792399"
"14","167","Geoforest Watu Payung Turunan","Yogyakarta","Cagar Alam","0","4","-7.9742940","110.4364363"
"14","186","Pantai Glagah","Yogyakarta","Bahari","5000","4","-7.9119427","110.0647339"
"14","91","Situs Warungboto","Yogyakarta","Taman Hiburan","0","5","-7.8102685","110.3931513"
"14","171","Candi Ijo","Yogyakarta","Budaya","5000","3","-7.7838276","110.5118987"
"15","90","Kampung Wisata Taman Sari","Yogyakarta","Taman Hiburan","5000","5","-7.8100673","110.3594581"
"15","187","Pantai Siung","Yogyakarta","Bahari","10000","4","-8.1818233","110.6832394"
"15","95","Desa Wisata Sungai Code Jogja Kota","Yogyakarta","Taman Hiburan","0","3","-7.8229089","110.3756894"
"15","207","Heha Sky View","Yogyakarta","Taman Hiburan","15000","4","-7.8496144","110.4783240"
"15","153","Pantai Kukup","Yogyakarta","Bahari","10000","5","-8.1338763","110.5548349"
"15","142","Ledok Sambi","Yogyakarta","Cagar Alam","0","2","-7.6470943","110.4280998"
"15","119","Lava Bantal","Yogyakarta","Budaya","5000","4","-7.8081518","110.4595183"
"15","170","Candi Borobudur","Yogyakarta","Budaya","50000","3","-7.6078738","110.2037513"
"16","89","De Mata Museum Jogja","Yogyakarta","Budaya","50000","3","-7.8163156","110.3871442"
"16","203","Galaxy Waterpark Jogja","Yogyakarta","Taman Hiburan","40000","4","-7.8159633","110.4136917"
"16","201","Pantai Kesirat","Yogyakarta","Bahari","5000","3","-8.0961535","110.4350483"
"16","150","Wisata Kraton Jogja","Yogyakarta","Budaya","7000","4","-7.8067535","110.3636659"
"16","121","Candi Prambanan","Yogyakarta","Budaya","50000","3","-7.7520206","110.4914674"
"16","132","Air Terjun Kedung Pedut","Yogyakarta","Cagar Alam","20000","5","-7.7699875","110.1210707"
"16","121","Candi Prambanan","Yogyakarta","Budaya","50000","4","-7.7520206","110.4914674"
"16","167","Geoforest Watu Payung Turunan","Yogyakarta","Cagar Alam","0","3","-7.9742940","110.4364363"
"17","104","Tebing Breksi","Yogyakarta","Budaya","20000","4","-7.7815714","110.5045827"
"17","134","Desa Wisata Gamplong","Yogyakarta","Taman Hiburan","10000","4","-7.8055232","110.2374676"
"17","181","Pantai Sundak","Yogyakarta","Bahari","5000","2","-8.1470720","110.6079043"
"17","98","Taman Pelangi Yogyakarta","Yogyakarta","Taman Hiburan","15000","5","-7.7505259","110.3687049"
"17","199","Pantai Sedahan","Yogyakarta","Bahari","5000","3","-8.1978943","110.7208535"
"17","154","Pantai Ngrawe (Mesra)","Yogyakarta","Bahari","10000","5","-8.1333389","110.5537405"
"17","173","Pantai Nglambor","Yogyakarta","Bahari","10000","5","-8.1827028","110.6792399"
"17","145","Desa Wisata Rumah Domes/Teletubbies","Yogyakarta","Taman Hiburan","5000","3","-7.8136085","110.5033442"
"17","210","Pantai Congot","Yogyakarta","Bahari","3000","4","-7.9075425","110.0535658"
"17","92","Nol Kilometer Jl.Malioboro","Yogyakarta","Taman Hiburan","0","3","-7.8013803","110.3647652"
"18","102","Monumen Batik Yogyakarta","Yogyakarta","Budaya","40000","3","-7.8011159","110.3646172"
"18","182","Hutan Mangrove Kulon Progo","Yogyakarta","Bahari","5000","5","-7.8933459","110.0198257"
"18","176","Museum Gunung Merapi","Yogyakarta","Budaya","10000","5","-7.6159272","110.4243329"
"18","197","Pantai Jungwok","Yogyakarta","Bahari","5000","2","-8.1978220","110.7123397"
"18","151","Desa Wisata Kelor","Yogyakarta","Taman Hiburan","0","5","-7.6410258","110.3622794"
"18","88","Museum Benteng Vredeburg Yogyakarta","Yogyakarta","Budaya","3000","3","-7.8002016","110.3663044"
"18","147","Bentara Budaya Yogyakarta (BBY)","Yogyakarta","Budaya","0","4","-7.7857242","110.3746954"
"18","101","Kampung Wisata Sosro Menduran","Yogyakarta","Budaya","0","5","-7.7921900","110.3621510"
"18","185","Pantai Krakal","Yogyakarta","Bahari","10000","3","-8.1450190","110.5998857"
"18","184","Pantai Sepanjang","Yogyakarta","Bahari","10000","3","-8.1366656","110.5659962"
"18","201","Pantai Kesirat","Yogyakarta","Bahari","5000","5","-8.0961535","110.4350483"
"18","113","Gedung Agung Yogyakarta","Yogyakarta","Budaya","0","2","-7.8001506","110.3637507"
"18","111","Puncak Pinus Becici","Yogyakarta","Taman Hiburan","3000","4","-7.9020355","110.4374627"
"19","194","Pantai Wediombo","Yogyakarta","Bahari","5000","5","-8.1862462","110.7099010"
"19","205","Desa Wisata Tembi","Yogyakarta","Taman Hiburan","50000","3","-7.8725673","110.3546963"
"19","112","Bukit Bintang Yogyakarta","Yogyakarta","Taman Hiburan","25000","3","-7.8458407","110.4798457"
"19","168","Pantai Timang","Yogyakarta","Bahari","10000","3","-8.1759266","110.6624196"
"19","195","Pantai Jogan","Yogyakarta","Bahari","5000","4","-8.1801350","110.6763715"
"19","203","Galaxy Waterpark Jogja","Yogyakarta","Taman Hiburan","40000","2","-7.8159633","110.4136917"
"19","165","Green Village Gedangsari","Yogyakarta","Taman Hiburan","2000","4","-7.8130940","110.6155710"
"19","170","Candi Borobudur","Yogyakarta","Budaya","50000","5","-7.6078738","110.2037513"
"19","124","Kauman Pakualaman Yogyakarta","Yogyakarta","Budaya","0","4","-7.8010347","110.3751922"
"19","127","Blue Lagoon Jogja","Yogyakarta","Taman Hiburan","10000","5","-7.7044358","110.4502600"
"19","210","Pantai Congot","Yogyakarta","Bahari","3000","5","-7.9075425","110.0535658"
"19","151","Desa Wisata Kelor","Yogyakarta","Taman Hiburan","0","3","-7.6410258","110.3622794"
"19","192","Air Terjun Sri Gethuk","Yogyakarta","Cagar Alam","15000","5","-7.9431780","110.4892400"
"19","197","Pantai Jungwok","Yogyakarta","Bahari","5000","5","-8.1978220","110.7123397"
"19","192","Air Terjun Sri Gethuk","Yogyakarta","Cagar Alam","15000","3","-7.9431780","110.4892400"
"20","142","Ledok Sambi","Yogyakarta","Cagar Alam","0","2","-7.6470943","110.4280998"
"20","202","Pantai Ngandong","Yogyakarta","Bahari","10000","5","-8.1464230","110.6061408"
"20","136","Grojogan Watu Purbo Bangunrejo","Yogyakarta","Taman Hiburan","10000","3","-7.6340172","110.3383700"
"20","90","Kampung Wisata Taman Sari","Yogyakarta","Taman Hiburan","5000","2","-7.8100673","110.3594581"
"20","192","Air Terjun Sri Gethuk","Yogyakarta","Cagar Alam","15000","2","-7.9431780","110.4892400"
"20","108","Embung Tambakboyo","Yogyakarta","Taman Hiburan","0","4","-7.7562270","110.4150131"
"20","163","Watu Mabur Mangunan","Yogyakarta","Cagar Alam","2500","2","-7.9471210","110.4410000"
"20","159","Hutan Pinus Asri","Yogyakarta","Cagar Alam","2500","4","-7.9209209","110.4355651"
"20","145","Desa Wisata Rumah Domes/Teletubbies","Yogyakarta","Taman Hiburan","5000","2","-7.8136085","110.5033442"
"20","99","Kampung Wisata Kadipaten","Yogyakarta","Budaya","0","2","-7.8060930","110.3583100"
"21","147","Bentara Budaya Yogyakarta (BBY)","Yogyakarta","Budaya","0","3","-7.7857242","110.3746954"
"21","121","Candi Prambanan","Yogyakarta","Budaya","50000","2","-7.7520206","110.4914674"
"21","101","Kampung Wisata Sosro Menduran","Yogyakarta","Budaya","0","4","-7.7921900","110.3621510"
"21","102","Monumen Batik Yogyakarta","Yogyakarta","Budaya","40000","2","-7.8011159","110.3646172"
"21","209","Pantai Sanglen","Yogyakarta","Bahari","10000","3","-8.1367456","110.5716362"
"21","177","Pantai Parangtritis","Yogyakarta","Bahari","10000","4","-8.0246080","110.3298045"
"21","88","Museum Benteng Vredeburg Yogyakarta","Yogyakarta","Budaya","3000","5","-7.8002016","110.3663044"
"21","113","Gedung Agung Yogyakarta","Yogyakarta","Budaya","0","3","-7.8001506","110.3637507"
"22","179","Candi Ratu Boko","Yogyakarta","Budaya","75000","4","-7.7705416","110.4894158"
"22","137","Wisata Alam Kalibiru","Yogyakarta","Cagar Alam","20000","2","-7.8057305","110.1279690"
"22","139","Puncak Gunung Api Purba - Nglanggeran","Yogyakarta","Cagar Alam","10000","5","-7.8412530","110.5430560"
"22","103","Tugu Pal Putih Jogja","Yogyakarta","Taman Hiburan","0","5","-7.7829437","110.3670548"
"22","135","Kawasan Wisata Sosrowijayan","Yogyakarta","Pusat Perbelanjaan","0","3","-7.7916235","110.3619560"
"22","169","Puncak Segoro","Yogyakarta","Cagar Alam","5000","3","-8.1026167","110.4562084"
"22","197","Pantai Jungwok","Yogyakarta","Bahari","5000","2","-8.1978220","110.7123397"
"22","113","Gedung Agung Yogyakarta","Yogyakarta","Budaya","0","2","-7.8001506","110.3637507"
"22","124","Kauman Pakualaman Yogyakarta","Yogyakarta","Budaya","0","3","-7.8010347","110.3751922"
"22","176","Museum Gunung Merapi","Yogyakarta","Budaya","10000","3","-7.6159272","110.4243329"
"23","209","Pantai Sanglen","Yogyakarta","Bahari","10000","4","-8.1367456","110.5716362"
"23","156","Pantai Pulang Sawal","Yogyakarta","Bahari","10000","4","-8.1506589","110.6126311"
"23","97","Monumen Yogya Kembali","Yogyakarta","Budaya","15000","5","-7.7495904","110.3696068"
"23","152","Pantai Patihan","Yogyakarta","Bahari","5000","3","-7.9977780","110.2449113"
"23","147","Bentara Budaya Yogyakarta (BBY)","Yogyakarta","Budaya","0","5","-7.7857242","110.3746954"
"23","142","Ledok Sambi","Yogyakarta","Cagar Alam","0","4","-7.6470943","110.4280998"
"23","151","Desa Wisata Kelor","Yogyakarta","Taman Hiburan","0","2","-7.6410258","110.3622794"
"23","112","Bukit Bintang Yogyakarta","Yogyakarta","Taman Hiburan","25000","5","-7.8458407","110.4798457"
"23","85","Taman Pintar Yogyakarta","Yogyakarta","Taman Hiburan","6000","4","-7.8006715","110.3676551"
"23","165","Green Village Gedangsari","Yogyakarta","Taman Hiburan","2000","4","-7.8130940","110.6155710"
"23","190","Pantai Samas","Yogyakarta","Bahari","4000","3","-8.0045535","110.2703756"
"23","177","Pantai Parangtritis","Yogyakarta","Bahari","10000","4","-8.0246080","110.3298045"
"23","202","Pantai Ngandong","Yogyakarta","Bahari","10000","3","-8.1464230","110.6061408"
"24","148","Goa Rancang Kencono","Yogyakarta","Cagar Alam","5000","3","-7.9492612","110.4926511"
"24","96","Alun Alun Selatan Yogyakarta","Yogyakarta","Taman Hiburan","0","2","-7.8116719","110.3632380"
"24","192","Air Terjun Sri Gethuk","Yogyakarta","Cagar Alam","15000","4","-7.9431780","110.4892400"
"24","200","Pantai Watu Kodok","Yogyakarta","Bahari","5000","2","-8.1370556","110.5746611"
"24","163","Watu Mabur Mangunan","Yogyakarta","Cagar Alam","2500","2","-7.9471210","110.4410000"
"24","161","Bukit Paralayang, Watugupit","Yogyakarta","Cagar Alam","5000","4","-8.0268551","110.3459122"
"24","113","Gedung Agung Yogyakarta","Yogyakarta","Budaya","0","2","-7.8001506","110.3637507"
"24","98","Taman Pelangi Yogyakarta","Yogyakarta","Taman Hiburan","15000","4","-7.7505259","110.3687049"
"24","91","Situs Warungboto","Yogyakarta","Taman Hiburan","0","5","-7.8102685","110.3931513"
"24","191","Pantai Drini","Yogyakarta","Bahari","10000","5","-8.1384509","110.5775220"
"25","116","Jurang Tembelan Kanigoro","Yogyakarta","Taman Hiburan","2500","3","-7.9401065","110.4300062"
"25","190","Pantai Samas","Yogyakarta","Bahari","4000","3","-8.0045535","110.2703756"
"25","94","Sumur Gumuling","Yogyakarta","Taman Hiburan","7000","4","-7.8087911","110.3591825"
"25","183","Jogja Bay Pirates Adventure Waterpark","Yogyakarta","Taman Hiburan","150000","3","-7.7478461","110.4188754"
"25","85","Taman Pintar Yogyakarta","Yogyakarta","Taman Hiburan","6000","2","-7.8006715","110.3676551"
"25","172","Pantai Indrayanti","Yogyakarta","Bahari","10000","4","-8.1508415","110.6129852"
"25","89","De Mata Museum Jogja","Yogyakarta","Budaya","50000","3","-7.8163156","110.3871442"
"25","206","Wisata Kaliurang","Yogyakarta","Cagar Alam","8000","3","-7.6120675","110.4205209"
"25","88","Museum Benteng Vredeburg Yogyakarta","Yogyakarta","Budaya","3000","5","-7.8002016","110.3663044"
"26","137","Wisata Alam Kalibiru","Yogyakarta","Cagar Alam","20000","3","-7.8057305","110.1279690"
"26","162","Kampung Wisata Dipowinatan","Yogyakarta","Budaya","220000","2","-7.8105529","110.3704987"
"26","167","Geoforest Watu Payung Turunan","Yogyakarta","Cagar Alam","0","5","-7.9742940","110.4364363"
"26","93","Gembira Loka Zoo","Yogyakarta","Cagar Alam","60000","3","-7.8062344","110.3967977"
"26","148","Goa Rancang Kencono","Yogyakarta","Cagar Alam","5000","5","-7.9492612","110.4926511"
"26","203","Galaxy Waterpark Jogja","Yogyakarta","Taman Hiburan","40000","3","-7.8159633","110.4136917"
"26","208","Taman Sungai Mudal","Yogyakarta","Cagar Alam","10000","4","-7.7628136","110.1161626"
"26","160","Pasar Kebon Empring Bintaran","Yogyakarta","Pusat Perbelanjaan","0","4","-7.8363205","110.4575806"
"26","125","Alun-alun Utara Keraton Yogyakarta","Yogyakarta","Budaya","0","5","-7.8038975","110.3644232"
"26","173","Pantai Nglambor","Yogyakarta","Bahari","10000","4","-8.1827028","110.6792399"
"27","185","Pantai Krakal","Yogyakarta","Bahari","10000","3","-8.1450190","110.5998857"
"27","103","Tugu Pal Putih Jogja","Yogyakarta","Taman Hiburan","0","5","-7.7829437","110.3670548"
"27","181","Pantai Sundak","Yogyakarta","Bahari","5000","5","-8.1470720","110.6079043"
"27","121","Candi Prambanan","Yogyakarta","Budaya","50000","3","-7.7520206","110.4914674"
"27","123","Kampung Wisata Rejowinangun","Yogyakarta","Budaya","0","5","-7.8152776","110.3988359"
"27","174","Pasar Beringharjo","Yogyakarta","Pusat Perbelanjaan","0","2","-7.7987943","110.3674430"
"27","116","Jurang Tembelan Kanigoro","Yogyakarta","Taman Hiburan","2500","5","-7.9401065","110.4300062"
"27","96","Alun Alun Selatan Yogyakarta","Yogyakarta","Taman Hiburan","0","2","-7.8116719","110.3632380"
"27","92","Nol Kilometer Jl.Malioboro","Yogyakarta","Taman Hiburan","0","3","-7.8013803","110.3647652"
"27","95","Desa Wisata Sungai Code Jogja Kota","Yogyakarta","Taman Hiburan","0","2","-7.8229089","110.3756894"
"27","95","Desa Wisata Sungai Code Jogja Kota","Yogyakarta","Taman Hiburan","0","4","-7.8229089","110.3756894"
"27","158","Pantai Pok Tunggal","Yogyakarta","Bahari","10000","3","-8.1554468","110.6217582"
"27","182","Hutan Mangrove Kulon Progo","Yogyakarta","Bahari","5000","3","-7.8933459","110.0198257"
"27","183","Jogja Bay Pirates Adventure Waterpark","Yogyakarta","Taman Hiburan","150000","3","-7.7478461","110.4188754"
"28","158","Pantai Pok Tunggal","Yogyakarta","Bahari","10000","2","-8.1554468","110.6217582"
"28","163","Watu Mabur Mangunan","Yogyakarta","Cagar Alam","2500","5","-7.9471210","110.4410000"
"28","96","Alun Alun Selatan Yogyakarta","Yogyakarta","Taman Hiburan","0","4","-7.8116719","110.3632380"
"28","143","Seribu Batu Songgo Langit","Yogyakarta","Cagar Alam","2000","5","-7.9310984","110.4309190"
"28","165","Green Village Gedangsari","Yogyakarta","Taman Hiburan","2000","2","-7.8130940","110.6155710"
"28","131","Watu Lumbung","Yogyakarta","Cagar Alam","5000","5","-7.9924379","110.3177780"
"28","92","Nol Kilometer Jl.Malioboro","Yogyakarta","Taman Hiburan","0","5","-7.8013803","110.3647652"
"28","190","Pantai Samas","Yogyakarta","Bahari","4000","4","-8.0045535","110.2703756"
"28","90","Kampung Wisata Taman Sari","Yogyakarta","Taman Hiburan","5000","3","-7.8100673","110.3594581"
"28","110","Monumen Serangan Umum 1 Maret","Yogyakarta","Taman Hiburan","3000","5","-7.8010124","110.3653376"
